year,system,hod_rate,lod_rate,both_rate,avg_hod_dist,avg_lod_dist,n_days
2024,vp,0.6038338658146964,0.6932907348242812,0.4249201277955272,15.513694279628762,13.039008063289263,313
2024,gex,0.6549520766773163,0.7348242811501597,0.48562300319488816,14.35755616410569,12.308408158667799,313
2025,vp,0.5787781350482315,0.6141479099678456,0.3408360128617363,16.16023579849946,14.50127086204256,311
2025,gex,0.6237942122186495,0.7009646302250804,0.43086816720257237,15.201520975897953,13.22660739805035,311
